,name,loss,acc,iteration,iteration_time,event
0,LSTM_EEG,0.7078567479170806,0.5147305392911644,0,0 days 00:00:13.702586000,HandStart
1,LSTM_EEG,0.692100105897205,0.42622649006490015,1,0 days 00:00:14.336651000,HandStart
2,LSTM_EEG,0.6772497732703693,0.3755531121135043,2,0 days 00:00:15.652099000,HandStart
3,LSTM_EEG,0.6601491457415258,0.35075527150601515,3,0 days 00:00:15.651659000,HandStart
4,LSTM_EEG,0.6443333212069238,0.3373425944042581,4,0 days 00:00:15.574286000,HandStart
5,LSTM_EEG,0.6258017968388236,0.33162396527416926,5,0 days 00:00:15.600218000,HandStart
6,LSTM_EEG,0.611518408056769,0.33033475285960373,6,0 days 00:00:15.642545000,HandStart
7,LSTM_EEG,0.5926422926044,0.3308257399026752,7,0 days 00:00:15.610237000,HandStart
8,LSTM_EEG,0.5732487268833529,0.3322135874263939,8,0 days 00:00:15.579934000,HandStart
9,LSTM_EEG,0.555592478401445,0.33328773933029726,9,0 days 00:00:15.573768000,HandStart
10,LSTM_EEG,0.5304556620897614,0.33455058685585154,10,0 days 00:00:15.553412000,HandStart
11,LSTM_EEG,0.5055643560517016,0.33585529077257953,11,0 days 00:00:15.610562000,HandStart
12,LSTM_EEG,0.4793430417541384,0.3367046013761676,12,0 days 00:00:15.595989000,HandStart
13,LSTM_EEG,0.4432372951428826,0.33704263800061945,13,0 days 00:00:15.630465000,HandStart
14,LSTM_EEG,0.4130671618913,0.33660285935487305,14,0 days 00:00:15.585531000,HandStart
15,LSTM_EEG,0.37832400772643426,0.3358615000010771,15,0 days 00:00:15.613379000,HandStart
16,LSTM_EEG,0.35781370851613553,0.33515378282656555,16,0 days 00:00:15.589922000,HandStart
17,LSTM_EEG,0.32325973509293365,0.3342087823477389,17,0 days 00:00:15.590507000,HandStart
18,LSTM_EEG,0.28952891940737924,0.3335068879122523,18,0 days 00:00:15.610278000,HandStart
19,LSTM_EEG,0.2593351279996486,0.3328645373475942,19,0 days 00:00:15.626662000,HandStart
20,LSTM_EEG,0.22826078661861407,0.3334137991444465,20,0 days 00:00:15.581438000,HandStart
21,LSTM_EEG,0.19624564443110276,0.3356355560398123,21,0 days 00:00:15.617537000,HandStart
22,LSTM_EEG,0.17980491960146966,0.34040504543305916,22,0 days 00:00:15.559077000,HandStart
23,LSTM_EEG,0.13238951497989584,0.3488276141788787,23,0 days 00:00:15.604602000,HandStart
24,LSTM_EEG,0.12021965244756556,0.3622121193188635,24,0 days 00:00:15.558863000,HandStart
25,LSTM_EEG,0.10931767210997469,0.38331622035023355,25,0 days 00:00:15.560224000,HandStart
26,LSTM_EEG,0.14738947079720915,0.4135668806665369,26,0 days 00:00:15.607541000,HandStart
27,LSTM_EEG,0.1461752398806885,0.4455441948481369,27,0 days 00:00:15.603573000,HandStart
28,LSTM_EEG,0.14345894410974608,0.4761532280002662,28,0 days 00:00:15.593494000,HandStart
29,LSTM_EEG,0.13860702132263633,0.5020587147880843,29,0 days 00:00:15.530855000,HandStart
30,LSTM_EEG,0.14626110942902745,0.5253979468425648,30,0 days 00:00:15.599994000,HandStart
31,LSTM_EEG,0.14009856440428894,0.5465032058197082,31,0 days 00:00:15.597493000,HandStart
32,LSTM_EEG,0.14825744428469484,0.5659568283797026,32,0 days 00:00:15.642438000,HandStart
